date,price,opening_price,highest_price,lowest_price,volume,change
2023-02-07,23252,22762,23339,22748,318980,2.15
2023-02-06,22762,22936,23131,22634,278580,-0.76
2023-02-05,22936,23327,23423,22766,217260,-1.66
2023-02-04,23324,23431,23572,23270,170270,-0.46
2023-02-03,23431,23429,23694,23234,349360,0.02
2023-02-02,23428,23726,24207,23398,382860,-1.26
2023-02-01,23726,23125,23784,22810,333180,2.6
2023-01-31,23125,22832,23263,22725,289380,1.28
2023-01-30,22832,23746,23794,22560,339620,-3.88
2023-01-29,23753,23024,23953,22973,320860,3.15
2023-01-28,23028,23075,23182,22890,156960,-0.2
2023-01-27,23075,23016,23480,22603,310360,0.25
2023-01-26,23016,23055,23260,22869,320970,-0.17
2023-01-25,23055,22632,23779,22366,388180,1.87
2023-01-24,22632,22916,23156,22517,334170,-1.23
2023-01-23,22916,22709,23162,22528,327850,0.91
2023-01-22,22708,22776,23069,22323,280640,-0.3
2023-01-21,22776,22678,23304,22461,382690,0.43
2023-01-20,22677,21075,22718,20879,373740,7.57
2023-01-19,21081,20671,21169,20670,275760,1.99
2023-01-18,20671,21137,21584,20448,388670,-2.21
2023-01-17,21137,21184,21506,20926,310040,-0.22
2023-01-16,21184,20880,21417,20699,337460,1.46
2023-01-15,20880,20956,21032,20586,205800,-0.37
2023-01-14,20958,19927,21186,19899,458210,5.17
2023-01-13,19927,18851,19982,18724,426670,5.71
2023-01-12,18851,17941,19055,17916,522010,5.07
2023-01-11,17942,17440,17990,17324,291530,2.89
2023-01-10,17439,17180,17491,17152,247140,1.51
2023-01-09,17180,17119,17391,17107,301240,0.36
2023-01-08,17119,16944,17119,16914,144840,1.04
2023-01-07,16944,16951,16980,16910,110480,-0.04
2023-01-06,16951,16830,17012,16708,233470,0.72
2023-01-05,16830,16852,16878,16772,178960,-0.13
2023-01-04,16852,16674,16976,16656,247390,1.07
2023-01-03,16674,16673,16773,16607,178730,0.0
2023-01-02,16674,16618,16767,16551,136030,0.34
2023-01-01,16618,16538,16622,16500,107840,0.49
2022-12-31,16537,16607,16636,16487,130440,-0.42
2022-12-30,16607,16636,16644,16360,192760,-0.18
2022-12-29,16636,16546,16659,16497,181470,0.55
2022-12-28,16546,16706,16781,16474,217960,-0.96
2022-12-27,16706,16918,16964,16610,192180,-1.25
2022-12-26,16918,16832,16936,16799,133360,0.51
2022-12-25,16832,16836,16853,16733,132890,-0.03
2022-12-24,16837,16779,16856,16778,110120,0.35
2022-12-23,16779,16820,16911,16768,184120,-0.25
2022-12-22,16821,16832,16862,16566,198280,-0.07
2022-12-21,16832,16903,16919,16735,174340,-0.42
2022-12-20,16903,16441,17031,16401,284570,2.81
2022-12-19,16441,16741,16810,16331,207930,-1.79
2022-12-18,16741,16777,16826,16666,124290,-0.21
2022-12-17,16777,16629,16794,16587,164490,0.89
2022-12-16,16630,17357,17518,16542,303560,-4.19
2022-12-15,17356,17796,17846,17298,263440,-2.47
2022-12-14,17796,17779,18352,17682,318980,0.1
2022-12-13,17779,17211,17952,17094,328710,3.3
2022-12-12,17210,17093,17232,16878,249390,0.68
2022-12-11,17093,17127,17263,17081,167200,-0.2
2022-12-10,17127,17126,17220,17106,148810,0.01
2022-12-09,17126,17226,17289,17082,260840,-0.58
2022-12-08,17226,16835,17294,16766,261640,2.32
2022-12-07,16835,17089,17127,16715,244360,-1.49
2022-12-06,17089,16966,17101,16915,246190,0.72
2022-12-05,16966,17107,17395,16887,268720,-0.85
2022-12-04,17113,16885,17198,16882,197120,1.35
2022-12-03,16884,17093,17133,16862,169290,-1.22
2022-12-02,17094,16972,17096,16800,227010,0.72
2022-12-01,16972,17163,17245,16869,266140,-1.12
2022-11-30,17164,16441,17216,16433,348220,4.4
2022-11-29,16440,16212,16531,16100,271580,1.41
2022-11-28,16212,16426,16481,16014,284840,-1.3
2022-11-27,16426,16456,16595,16415,173250,-0.19
2022-11-26,16456,16512,16686,16388,194940,-0.34
2022-11-25,16512,16601,16612,16361,204070,-0.54
2022-11-24,16601,16605,16786,16472,229590,-0.14
2022-11-23,16624,16217,16678,16162,305080,2.53
2022-11-22,16213,15777,16275,15620,287210,2.77
2022-11-21,15776,16279,16288,15504,372150,-3.13
2022-11-20,16287,16699,16749,16209,172830,-2.47
2022-11-19,16699,16652,16815,16609,114890,0.37
2022-11-18,16638,16715,16846,16553,241960,-0.32
2022-11-17,16691,16540,16740,16426,257000,0.91
2022-11-16,16540,16895,16993,16408,295730,-2.1
2022-11-15,16895,16615,17112,16544,337150,1.69
2022-11-14,16614,16325,17158,15834,442460,1.77
2022-11-13,16324,16804,16946,16275,210800,-2.8
2022-11-12,16795,17050,17101,16634,192910,-1.49
2022-11-11,17050,17589,17679,16436,466350,-3.07
2022-11-10,17589,15887,18138,15799,720740,10.71
2022-11-09,15887,18539,18584,15603,869570,-14.25
2022-11-08,18527,20589,20668,17260,865100,-10.01
2022-11-07,20589,20916,21055,20410,414240,-1.56
2022-11-06,20916,21299,21360,20901,242260,-1.81
2022-11-05,21302,21146,21465,21084,261230,0.74
2022-11-04,21146,20206,21282,20185,499500,4.65
2022-11-03,20206,20154,20384,20067,347230,0.26
2022-11-02,20154,20483,20778,20066,420230,-1.61
2022-11-01,20484,20496,20677,20348,302720,-0.06
2022-10-31,20496,20626,20822,20260,327470,-0.63
2022-10-30,20626,20809,20922,20522,207630,-0.88
2022-10-29,20810,20594,21038,20562,276540,1.05
2022-10-28,20594,20293,20744,20058,318900,1.49
2022-10-27,20293,20770,20868,20232,365490,-2.29
2022-10-26,20770,20087,20982,20063,427990,3.42
2022-10-25,20083,19332,20407,19249,371540,3.89
2022-10-24,19332,19571,19589,19177,286940,-1.22
2022-10-23,19571,19205,19681,19092,180630,1.91
2022-10-22,19205,19163,19250,19116,118240,0.22
2022-10-21,19163,19043,19246,18703,294660,0.63
2022-10-20,19043,19125,19334,18936,253200,-0.42
2022-10-19,19124,19328,19359,19101,209280,-1.06
2022-10-18,19328,19548,19693,19103,290070,-1.13
2022-10-17,19548,19262,19664,19164,248400,1.49
2022-10-16,19262,19069,19412,19066,140950,1.01
2022-10-15,19069,19182,19219,19001,123660,-0.59
2022-10-14,19182,19380,19934,19099,400450,-1.02
2022-10-13,19380,19155,19494,18208,455130,1.17
2022-10-12,19155,19058,19213,19011,242180,0.5
2022-10-11,19059,19134,19261,18869,288570,-0.39
2022-10-10,19135,19442,19521,19057,243770,-1.58
2022-10-09,19441,19416,19552,19330,127530,0.13
2022-10-08,19415,19530,19612,19275,113500,-0.6
2022-10-07,19531,19962,20051,19352,263500,-2.13
2022-10-06,19957,20158,20437,19874,370600,-1.0
2022-10-05,20158,20340,20354,19762,352760,-0.9
2022-10-04,20340,19630,20436,19506,368170,3.63
2022-10-03,19628,19058,19676,19001,333030,3.02
2022-10-02,19052,19312,19390,18937,222820,-1.34
2022-10-01,19312,19423,19480,19173,173910,-0.57
2022-09-30,19423,19593,20175,19209,490290,-0.87
2022-09-29,19593,19420,19632,18878,449570,0.94
2022-09-28,19411,19083,19758,18505,581190,1.73
2022-09-27,19081,19229,20361,18850,660120,-0.75
2022-09-26,19226,18803,19305,18695,516030,2.25
2022-09-25,18803,18925,19125,18660,209710,-0.64
2022-09-24,18925,19288,19311,18812,258500,-1.91
2022-09-23,19294,19404,19477,18555,431150,-0.57
2022-09-22,19404,18488,19491,18371,448630,4.95
2022-09-21,18489,18875,19758,18192,446850,-2.03
2022-09-20,18872,19539,19626,18743,361180,-3.41
2022-09-19,19539,19417,19667,18278,423430,0.62
2022-09-18,19419,20114,20114,19348,273110,-3.45
2022-09-17,20114,19803,20179,19761,204580,1.57
2022-09-16,19802,19702,19883,19353,315590,0.51
2022-09-15,19702,20222,20321,19532,358420,-2.58
2022-09-14,20222,20176,20504,19654,374220,0.23
2022-09-13,20176,22395,22702,19910,485320,-9.91
2022-09-12,22395,21837,22465,21582,431980,2.57
2022-09-11,21835,21650,21836,21363,297120,0.85
2022-09-10,21650,21364,21791,21140,331120,1.33
2022-09-09,21365,19319,21546,19294,480370,10.6
2022-09-08,19317,19282,19445,19034,291430,0.19
2022-09-07,19282,18786,19446,18548,319100,2.64
2022-09-06,18786,19793,20169,18723,402430,-5.09
2022-09-05,19793,20000,20043,19651,238710,-1.03
2022-09-04,20000,19832,20018,19595,158270,0.85
2022-09-03,19831,19953,20044,19661,157850,-0.61
2022-09-02,19953,20132,20428,19765,272220,-0.86
2022-09-01,20126,20050,20203,19584,275080,0.41
2022-08-31,20044,19793,20469,19793,318170,1.27
2022-08-30,19793,20296,20558,19560,308410,-2.48
2022-08-29,20296,19551,20394,19551,248040,3.81
2022-08-28,19550,20034,20151,19543,159600,-2.41
2022-08-27,20034,20250,20344,19850,187340,-1.07
2022-08-26,20250,21564,21815,20122,322160,-6.1
2022-08-25,21565,21365,21801,21325,190150,0.94
2022-08-24,21365,21516,21832,21171,202400,-0.71
2022-08-23,21517,21416,21661,20920,228650,0.47
2022-08-22,21416,21517,21517,20912,251830,-0.47
2022-08-21,21517,21139,21692,21077,177520,1.79
2022-08-20,21139,20831,21357,20785,206940,1.48
2022-08-19,20831,23202,23202,20808,339470,-10.22
2022-08-18,23204,23338,23578,23131,160970,-0.58
2022-08-17,23338,23856,24424,23192,239530,-2.17
2022-08-16,23857,24103,24241,23694,201700,-1.02
2022-08-15,24102,24303,25206,23784,279280,-0.83
2022-08-14,24303,24442,24997,24172,177250,-0.57
2022-08-13,24442,24399,24883,24319,170590,0.18
2022-08-12,24399,23935,24441,23616,194960,1.94
2022-08-11,23935,23963,24874,23864,285360,-0.12
2022-08-10,23963,23150,24210,22715,243610,3.53
2022-08-09,23147,23818,23912,22886,169620,-2.81
2022-08-08,23816,23175,24234,23161,197940,2.77
2022-08-07,23175,22944,23388,22852,99360,1.01
2022-08-06,22944,23308,23344,22924,94440,-1.56
2022-08-05,23308,22613,23448,22594,208900,3.08
2022-08-04,22612,22822,23214,22439,181190,-0.91
2022-08-03,22821,22989,23624,22699,174660,-0.73
2022-08-02,22989,23271,23423,22671,177300,-1.21
2022-08-01,23271,23303,23484,22864,162330,-0.14
2022-07-31,23303,23634,24179,23236,138840,-1.4
2022-07-30,23634,23774,24605,23522,168720,-0.59
2022-07-29,23774,23850,24340,23451,221660,-0.32
2022-07-28,23850,22958,24190,22612,268320,3.88
2022-07-27,22958,21248,23028,21048,242660,8.05
2022-07-26,21249,21302,21322,20737,201570,-0.25
2022-07-25,21302,22582,22653,21275,206930,-5.67
2022-07-24,22582,22450,22988,22281,126660,0.54
2022-07-23,22460,22684,22991,21972,137420,-0.95
2022-07-22,22675,23150,23741,22524,197540,-2.06
2022-07-21,23153,23220,23404,22360,217080,-0.27
2022-07-20,23215,23412,24258,22944,281310,-0.83
2022-07-19,23410,22529,23757,21582,308910,3.93
2022-07-18,22526,20786,22715,20771,279720,8.37
2022-07-17,20786,21210,21654,20755,132810,-2.0
2022-07-16,21210,20825,21561,20484,136890,1.85
2022-07-15,20825,20586,21178,20393,164670,1.16
2022-07-14,20586,20250,20862,19665,205280,1.66
2022-07-13,20250,19332,20251,18942,249380,4.75
2022-07-12,19331,19963,20052,19280,167910,-3.17
2022-07-11,19963,20847,20855,19897,160200,-4.24
2022-07-10,20847,21587,21599,20690,204680,-3.43
2022-07-09,21588,21610,21944,21338,190110,-0.11
2022-07-08,21611,21637,22482,21207,439900,-0.12
2022-07-07,21638,20558,21818,20283,115810,5.24
2022-07-06,20561,20180,20655,19785,105240,1.78
2022-07-05,20201,20216,20707,19315,122430,-0.08
2022-07-04,20216,19311,20304,19052,92790,4.69
2022-07-03,19310,19243,19626,18794,65270,0.35
2022-07-02,19243,19275,19425,19006,58570,-0.1
2022-07-01,19263,19927,20786,18980,150180,-3.33
2022-06-30,19927,20111,20155,18683,127730,-0.92
2022-06-29,20111,20278,20416,19881,98970,-0.82
2022-06-28,20278,20728,21200,20210,83830,-2.18
2022-06-27,20730,21038,21498,20568,84690,-1.49
2022-06-26,21044,21490,21837,20990,67210,-2.08
2022-06-25,21490,21227,21553,20918,66630,1.24
2022-06-24,21227,21101,21489,20744,104560,0.6
2022-06-23,21101,19967,21190,19908,110700,5.68
2022-06-22,19966,20720,20864,19780,125940,-3.64
2022-06-21,20720,20572,21689,20372,136320,0.72
2022-06-20,20572,20577,20997,19659,140600,-0.02
2022-06-19,20577,18983,20764,17984,169390,8.38
2022-06-18,18986,20446,20745,17630,267250,-7.13
2022-06-17,20445,20391,21315,20244,136270,0.28
2022-06-16,20387,22578,22942,20231,144000,-9.71
2022-06-15,22578,22138,22754,20126,280410,1.9
2022-06-14,22157,22449,23200,20861,251010,-1.29
2022-06-13,22448,26606,26858,22006,379260,-15.63
2022-06-12,26606,28404,28535,26606,120020,-6.33
2022-06-11,28403,29083,29427,28162,82920,-2.34
2022-06-10,29083,30097,30326,28885,104260,-3.37
2022-06-09,30098,30202,30691,29954,61720,-0.34
2022-06-08,30202,31127,31312,29875,87960,-2.98
2022-06-07,31129,31370,31557,29235,140320,-0.76
2022-06-06,31368,29911,31753,29889,94010,4.86
2022-06-05,29913,29865,30167,29539,30330,0.16
2022-06-04,29864,29701,29964,29490,33510,0.55
2022-06-03,29701,30456,30675,29331,72130,-2.48
2022-06-02,30456,29799,30638,29604,81400,2.2
2022-06-01,29798,31793,31970,29397,135090,-6.27
2022-05-31,31793,31730,32378,31221,86600,0.22
2022-05-30,31723,29465,32186,29307,129560,7.66
2022-05-29,29465,29027,29556,28839,36870,1.51
2022-05-28,29027,28620,29194,28537,43870,1.49
2022-05-27,28601,29194,29377,28282,116410,-2.06
2022-05-26,29204,29538,29869,28078,126710,-1.14
2022-05-25,29541,29649,30202,29354,78850,-0.36
2022-05-24,29649,29092,29811,28706,79420,1.91
2022-05-23,29093,30287,30645,28914,92100,-3.94
2022-05-22,30287,29433,30462,29260,50600,2.89
2022-05-21,29435,29189,29623,28954,32270,0.88
2022-05-20,29179,30306,30735,28738,98780,-3.72
2022-05-19,30306,28700,30525,28682,101380,5.66
2022-05-18,28684,30438,30688,28648,92030,-5.76
2022-05-17,30438,29857,30720,29484,79630,1.97
2022-05-16,29849,31308,31312,29136,100250,-4.66
2022-05-15,31309,30079,31384,29499,65440,4.08
2022-05-14,30080,29285,30277,28667,70460,2.72
2022-05-13,29284,28994,31003,28755,141230,1.06
2022-05-12,28976,29073,30137,26500,309480,-0.32
2022-05-11,29068,31008,32114,27836,296900,-6.25
2022-05-10,31008,30098,32621,29831,235610,3.03
2022-05-09,30095,34041,34227,30095,268090,-11.64
2022-05-08,34060,35468,35497,33727,0,-3.97
2022-05-07,35468,36003,36119,34773,0,-1.5
2022-05-06,36009,36540,36646,35267,0,-1.46
2022-05-05,36544,39686,39833,36183,0,-7.92
2022-05-04,39688,37717,40021,37660,0,5.22
2022-05-03,37718,38515,38647,37513,0,-2.07
2022-05-02,38514,38472,39134,38061,0,0.14
2022-05-01,38461,37642,38676,37397,0,2.15
2022-04-30,37650,38590,38776,37596,0,-2.41
2022-04-29,38581,39748,39919,38175,0,-2.94
2022-04-28,39748,39243,40382,38888,0,1.29
2022-04-27,39243,38113,39447,37869,0,2.96
2022-04-26,38113,40443,40770,37708,0,-5.72
2022-04-25,40427,39464,40599,38233,0,2.44
2022-04-24,39464,39434,39929,39033,0,0.12
2022-04-23,39418,39709,39973,39291,0,-0.73
2022-04-22,39709,40487,40792,39200,0,-1.91
2022-04-21,40482,41370,42969,39793,0,-2.14
2022-04-20,41368,41499,42203,40915,0,-0.33
2022-04-19,41503,40809,41746,40585,0,1.72
2022-04-18,40803,39700,41095,38577,0,2.77
2022-04-17,39703,40382,40599,39561,0,-1.68
2022-04-16,40382,40571,40691,40003,0,-0.44
2022-04-15,40560,39936,40850,39781,0,1.56
2022-04-14,39936,41133,41494,39585,0,-2.91
2022-04-13,41133,40072,41515,39581,0,2.63
2022-04-12,40078,39507,40678,39265,0,1.47
2022-04-11,39497,42144,42418,39202,0,-6.27
2022-04-10,42138,42760,43421,41884,0,-1.47
2022-04-09,42767,42275,42809,42129,0,1.16
2022-04-08,42275,43450,43979,42113,0,-2.7
2022-04-07,43448,43166,43893,42747,0,0.64
2022-04-06,43173,45494,45519,43122,0,-5.13
2022-04-05,45506,46614,47201,45388,0,-2.41
2022-04-04,46629,46407,46899,45152,0,0.48
2022-04-03,46407,45813,47435,45554,0,1.3
2022-04-02,45811,46299,47212,45641,0,-1.05
2022-04-01,46297,45529,46728,44261,0,1.7
2022-03-31,45525,47071,47624,45228,0,-3.29
2022-03-30,47075,47449,47714,46601,0,-0.79
2022-03-29,47449,47126,48127,47029,0,0.73
2022-03-28,47105,46859,48199,46672,0,0.52
2022-03-27,46859,44542,46947,44445,0,5.19
2022-03-26,44548,44331,44818,44090,0,0.49
2022-03-25,44331,44013,45112,43622,0,0.72
2022-03-24,44013,42911,44251,42658,0,2.57
2022-03-23,42912,42373,43027,41795,0,1.27
2022-03-22,42373,41022,43328,40893,0,3.29
2022-03-21,41022,41282,41532,40530,0,-0.62
2022-03-20,41276,42241,42301,40922,0,-2.27
2022-03-19,42233,41768,42386,41530,0,1.11
2022-03-18,41768,40915,42308,40235,0,2.08
2022-03-17,40915,41119,41406,40558,0,-0.5
2022-03-16,41119,39282,41702,38953,0,4.67
2022-03-15,39286,39673,39855,38221,0,-0.97
2022-03-14,39671,37790,39914,37614,0,4.97
2022-03-13,37792,38813,39272,37603,0,-2.63
2022-03-12,38814,38730,39355,38666,0,0.22
2022-03-11,38730,39422,40177,38236,0,-1.74
2022-03-10,39416,41934,42029,38604,0,-5.99
2022-03-09,41929,38732,42538,38663,0,8.22
2022-03-08,38745,38021,39352,37887,0,1.89
2022-03-07,38025,38421,39532,37182,0,-0.99
2022-03-06,38403,39396,39668,38115,0,-2.52
2022-03-05,39396,39143,39600,38626,0,0.65
2022-03-04,39143,42463,42849,38595,0,-7.82
2022-03-03,42463,43913,44077,41841,74110,-3.3
2022-03-02,43913,44420,45294,43361,80820,-1.14
2022-03-01,44420,43187,44900,42877,90670,2.85
2022-02-28,43188,37707,43978,37459,108070,14.59
2022-02-27,37689,39117,39838,37062,66140,-3.65
2022-02-26,39116,39222,40094,38639,41550,-0.24
2022-02-25,39210,38339,39684,38043,83780,2.27
2022-02-24,38339,37250,39352,34357,180470,2.99
2022-02-23,37225,38248,39194,37100,64840,-2.68
2022-02-22,38248,37018,38415,36400,82750,3.32
2022-02-21,37018,38355,39444,36869,91820,-3.49
2022-02-20,38355,40090,40120,38042,47920,-4.33
2022-02-19,40090,40000,40434,39667,25780,0.23
2022-02-18,40000,40532,40936,39505,64960,-1.36
2022-02-17,40553,43886,44167,40104,72630,-7.59
2022-02-16,43884,44541,44553,43378,41400,-1.48
2022-02-15,44544,42550,44723,42460,56340,4.69
2022-02-14,42550,42061,42800,41591,53600,1.16
2022-02-13,42061,42206,42725,41880,25880,-0.34
2022-02-12,42205,42388,43006,41777,37880,-0.43
2022-02-11,42388,43519,43915,42023,69950,-2.6
2022-02-10,43521,44389,45755,43242,89690,-1.96
2022-02-09,44389,44038,44800,43163,50920,0.8
2022-02-08,44038,43834,45400,42705,92880,0.47
2022-02-07,43834,42385,44468,41695,76600,3.4
2022-02-06,42392,41412,42615,41176,31200,2.37
2022-02-05,41412,41566,41900,40963,46320,-0.37
2022-02-04,41568,37288,41689,37041,95490,11.48
2022-02-03,37288,36890,37304,36297,50350,1.08
2022-02-02,36890,38711,38854,36682,53740,-4.7
2022-02-01,38710,38476,39230,38038,55200,0.55
2022-01-31,38499,37924,38701,36673,61270,1.53
2022-01-30,37918,38168,38313,37391,34100,-0.66
2022-01-29,38171,37736,38664,37350,42770,1.13
2022-01-28,37745,37196,37996,36176,69450,1.56
2022-01-27,37164,36800,37215,35543,83520,0.99
2022-01-26,36800,36962,38863,36280,107870,-0.41
2022-01-25,36951,36691,37502,35729,79680,0.72
2022-01-24,36686,36269,37424,32986,153770,1.15
2022-01-23,36270,35073,36513,34655,70430,3.4
2022-01-22,35075,36468,36750,34116,138090,-3.84
2022-01-21,36476,40698,41105,35504,155800,-10.41
2022-01-20,40716,41684,43487,40568,65280,-2.31
2022-01-19,41678,42365,42558,41161,53770,-1.62
2022-01-18,42365,42210,42674,41301,47320,0.37
2022-01-17,42209,43080,43180,41559,41440,-2.02
2022-01-16,43079,43079,43462,42643,28660,-0.04
2022-01-15,43097,43074,43778,42586,31440,0.06
2022-01-14,43073,42562,43435,41849,50500,1.21
2022-01-13,42560,43900,44405,42338,53420,-3.05
2022-01-12,43901,42735,44244,42477,53950,2.73
2022-01-11,42733,41829,43090,41288,61780,2.15
2022-01-10,41832,41849,42244,39697,85500,-0.04
2022-01-09,41848,41681,42764,41261,37510,0.42
2022-01-08,41672,41551,42304,40574,52540,0.3
2022-01-07,41547,43098,43128,40810,88360,-3.6
2022-01-06,43098,43432,43772,42481,63080,-0.76
2022-01-05,43426,45833,47019,42535,83740,-5.26
2022-01-04,45837,46436,47505,45602,55590,-1.28
2022-01-03,46430,47294,47556,45704,41060,-1.86
2022-01-02,47312,47739,47945,46718,27020,-0.89
2022-01-01,47738,46218,47918,46218,31240,3.29
